datetime,tempmax,tempmin,temp,humidity,precip,precipcover
2013-05-04,31.6,27.5,29.3,78.6,0,0
2013-05-05,30.9,26,28,87,7.284,12.5
2013-05-06,32.7,25.7,28.1,85.5,0.174,4.17
2013-05-07,32.6,24.6,27.5,85.9,35.222,8.33
2013-05-08,31.7,24.9,27.7,85.9,4.774,8.33
2013-05-09,33.1,25.9,28.4,81.1,33.843,8.33
2013-05-10,32,25.9,28.4,84.7,2.13,12.5
2013-05-11,30.9,26.7,28.5,83.7,0,0
2013-05-12,34.9,27.1,30.2,75.7,0.144,4.17
2013-05-13,33.8,27.7,30.6,76.7,0,0
2013-05-14,31.7,27.6,29.1,81.6,2.605,4.17
2013-05-15,34,26.7,29.4,83.5,2.431,8.33
2013-05-16,31.6,23.6,27.6,82,33.819,16.67
2013-05-17,34.7,26.5,30,71.9,0,0
2013-05-18,30.8,26.5,28.4,79.3,2.376,4.17
2013-05-19,34.1,26.5,29.8,71.4,0,0
2013-05-20,32.3,27.5,29.3,77.2,0.051,4.17
2013-05-21,33.4,26.5,28.4,83.3,4.752,8.33
2013-05-22,31.5,25.7,28.1,82.2,0,0
2013-05-23,32.2,26.4,28.9,78.9,0,0
2013-05-24,29.9,24.7,27.5,85.7,1.871,8.33
2013-05-25,33.5,25.9,29.3,78.8,5.767,4.17
2013-05-26,32.1,25.7,27.8,84.8,16.033,8.33
2013-05-27,32.6,24.9,28.7,77.8,0,0
2013-05-28,32.8,25.7,29.1,72.5,0,0
2013-05-29,28.9,26.7,27.5,84.4,1.01,8.33
2013-05-30,33.1,24.9,27.6,81.9,2.765,12.5
2013-05-31,33.3,24,27.6,80.8,17.444,8.33
2013-06-01,33.4,24.6,27.9,83,19.1,8.33
2013-06-02,33.5,25.4,29.2,80.2,0,0
2013-06-03,33.2,26.2,28.7,82.8,14.759,4.17
2013-06-04,31.8,25.9,28.2,83,0,0
2013-06-05,34.4,24.6,27.5,82.7,15.859,4.17
2013-06-06,33.7,24.7,28.4,81.9,2.883,4.17
2013-06-07,34.2,25.7,28.6,80.9,0.868,4.17
2013-06-08,32.6,25.7,28.3,78.3,1.91,8.33
2013-06-09,31,25,28.1,82.7,2.163,4.17
2013-06-10,33,26.3,29.6,73.9,7.929,4.17
2013-06-11,32.8,25.6,29.7,72.2,0,0
2013-06-12,33.5,28.5,30.6,62,0,0
2013-06-13,34.4,27.6,30.7,65,0,0
2013-06-14,33.8,28.5,30.9,67.4,0,0
2013-06-15,34.4,27.7,30.8,68.5,0,0
2013-06-16,34.1,28.5,30.9,67.5,13.023,4.17
2013-06-17,33.5,26.3,29.7,70.1,1.612,8.33
2013-06-18,34.9,27.7,31,61.4,0,0
2013-06-19,34.9,27.6,30.9,57.9,0,0
2013-06-20,34.6,27.1,30.5,59.1,0,0
2013-06-21,34.5,26.7,30.5,60.6,0,0
2013-06-22,34.8,27.4,30.9,60.5,0,0
2013-06-23,34.2,27.6,30.7,64.8,0,0
2013-06-24,34.1,28.4,30.6,73.7,0,0
2013-06-25,33.9,27.7,29.8,74.6,0,0
2013-06-26,30.4,25,28.2,82.1,6.416,8.33
2013-06-27,33.7,26.7,29.8,69.9,0,0
2013-06-28,32.8,25.9,29.1,73.4,0.144,4.17
2013-06-29,32.7,26.7,29.4,77,1.188,4.17
2013-06-30,29.6,25,27.9,80,1.736,4.17
2013-07-01,32.5,26.5,29.1,73.9,0,0
2013-07-02,31,26.2,28,78.8,15.378,12.5
2013-07-03,32.2,26,28.9,74.5,0,0
2013-07-04,30.3,25.7,27.7,82.5,7.923,12.5
2013-07-05,30.8,24.7,27.6,78.7,1.926,8.33
2013-07-06,32.2,26.7,29.2,72.7,0,0
2013-07-07,32.2,27.4,29.4,73.3,0,0
2013-07-08,32.3,27.4,29.1,77.6,0,0
2013-07-09,28.8,24,26.5,86.6,8.855,16.67
2013-07-10,32.2,25.7,28.7,74.3,0,0
2013-07-11,30.7,25.2,27.7,80.5,19.001,12.5
2013-07-12,31.9,25.5,28,81.7,13.05,12.5
2013-07-13,30.8,24.9,27.9,78.6,0,0
2013-07-14,29.9,25,27.8,79.4,2.684,12.5
2013-07-15,32.3,24.1,27.3,77.1,3.332,12.5
2013-07-16,31.9,26.5,28,79.5,0.86,8.33
2013-07-17,30.9,25.4,26.9,85.6,3.647,8.33
2013-07-18,27.9,24.9,26.5,86.8,35.163,16.67
2013-07-19,32.1,25.7,28.5,76,0,0
2013-07-20,33.1,26.6,29.3,74.8,0,0
2013-07-21,34.5,26.6,29.6,74,0,0
2013-07-22,33.4,26.2,29.5,68.7,0,0
2013-07-23,32.3,26.7,29.6,74.1,0,0
2013-07-24,33.2,27,29.6,75.8,0,0
2013-07-25,31.7,25.7,28.2,79.8,0,0
2013-07-26,32.2,24.6,27.3,85.5,27.362,12.5
2013-07-27,27.2,24.3,25.8,89.2,16.686,16.67
2013-07-28,32.5,24.8,28.4,76.2,0.174,4.17
2013-07-29,30.2,25.7,27.9,81.4,2.46,4.17
2013-07-30,30.9,25,28,79.6,0,0
2013-07-31,32.1,25.7,28.7,77.1,1.736,4.17
2013-08-01,30.2,22.1,27.4,80.5,12.007,8.33
2013-08-02,29.9,24.8,27.4,77.6,7.133,12.5
2013-08-03,32.6,26.7,29.4,71.6,0,0
2013-08-04,31,25.2,28.7,74.8,0,0
2013-08-05,29.8,23.9,27.3,80.3,37.332,8.33
2013-08-06,31.9,25.7,28.7,76.2,0,0
2013-08-07,31.9,25.8,28.6,79.7,0.949,8.33
2013-08-08,28.2,24,27.2,83.3,17.063,16.67
2013-08-09,31.8,25.9,28.3,77.9,0,0
2013-08-10,32.1,24,27.6,77.2,1.215,8.33
2013-08-11,31.2,22.9,27.1,81.6,35.787,8.33
2013-08-12,31.7,23,27.6,80.4,7.814,4.17
2013-08-13,29.2,22.9,26.9,83.5,2.257,8.33
2013-08-14,29.9,25.9,27.8,83.5,1.216,8.33
2013-08-15,31.8,26.7,29,73.1,0,0
2013-08-16,31.2,25.7,28.6,76.5,0,0
2013-08-17,32.3,25.7,28.1,79.3,0,0
2013-08-18,31.3,25.7,28.2,78.7,0,0
2013-08-19,32,25.7,28.6,75,0.721,4.17
2013-08-20,30.6,25.7,27.4,81.8,8.682,8.33
2013-08-21,31.3,25.7,28.5,78.5,0.339,4.17
2013-08-22,31.9,26.6,29,73.6,0,0
2013-08-23,32.1,27.4,29.4,68.8,0,0
2013-08-24,33.2,26.6,29.3,70.4,0,0
2013-08-25,32.3,26.7,29.3,73.6,0.339,4.17
2013-08-26,30.4,26.7,28.4,76.5,0.823,8.33
2013-08-27,32.4,26.6,29.2,73.9,0,0
2013-08-28,32.1,25.9,27.9,81.7,7.378,8.33
2013-08-29,31.5,25.7,28,81.3,0.144,4.17
2013-08-30,32.3,24.7,28.1,77.9,0,0
2013-08-31,32.9,26.4,29.1,73.9,0,0
2013-09-01,30.4,26.6,28.1,78.3,0,0
2013-09-02,32.9,24.7,27.9,80,2.239,8.33
2013-09-03,29.8,24.9,27.4,83,0.174,4.17
2013-09-04,29.9,24.4,26.8,83,10.236,12.5
2013-09-05,27.2,24.5,25.9,90.3,21.878,12.5
2013-09-06,29.2,24,26.4,86.9,25.177,8.33
2013-09-07,29.2,22.3,26,82.9,19.459,12.5
2013-09-08,31,22.8,26.9,81.8,12.008,16.67
2013-09-09,29.9,24.7,26.6,85.3,1.841,8.33
2013-09-10,27.6,24.1,25.5,89.7,9.331,16.67
2013-09-11,30.9,25,28,77.7,0,0
2013-09-12,31.6,25.9,28.8,75,0,0
2013-09-13,31,26.7,28.5,78.4,3.402,8.33
2013-09-14,31.7,26.7,28.8,76.7,0.288,8.33
2013-09-15,27.9,24.1,26.1,87.4,24.883,8.33
2013-09-16,31.6,24.9,28,80.5,0,0
2013-09-17,30.9,25.6,27.4,85.3,19.1,8.33
2013-09-18,31.9,25.9,28.8,78.4,0,0
2013-09-19,32.6,26.7,29.2,77,0,0
2013-09-20,32.3,26.7,29.4,75.2,0,0
2013-09-21,31.9,26.7,29.4,76.4,0,0
2013-09-22,32.9,27.4,29.7,71.8,0,0
2013-09-23,33.2,26.6,29.6,71,0,0
2013-09-24,33.2,26.7,29.9,71.2,0,0
2013-09-25,29.6,23.4,27.7,86.1,46.014,8.33
2013-09-26,30.2,23.8,26.7,87.5,0.347,4.17
2013-09-27,31.9,25.7,28.5,76.7,0,0
2013-09-28,32.4,26.7,28.8,75.7,0,0
2013-09-29,32.1,22.9,28,77.5,28.824,8.33
2013-09-30,30.9,25,28,78,1.706,16.67
2013-10-01,32.2,26.5,29.1,76.3,0,0
2013-10-02,29.2,24.6,27.4,78.8,2.249,12.5
2013-10-03,31.8,25.7,28,78.1,0,0
2013-10-04,32.5,25.7,28.7,73.2,0,0
2013-10-05,32.8,23.8,28.6,74.1,4.341,8.33
2013-10-06,32.8,24,28.8,71.3,1.563,8.33
2013-10-07,33.4,23.9,29,69.3,0,0
2013-10-08,33.9,26.2,29.9,68.4,0,0
2013-10-09,32.8,23.3,28.6,76.9,24.483,8.33
2013-10-10,32.9,26,28.5,79,0.521,8.33
2013-10-11,30.2,25.9,27.5,81.7,0.521,4.17
2013-10-12,30.9,26.7,28.4,75.9,0.347,4.17
2013-10-13,31.8,25.9,28.6,76,0.521,8.33
2013-10-14,30.6,24.6,27.9,80.4,34.727,8.33
2013-10-15,30.3,23.2,27.2,83.7,111.995,12.5
2013-10-16,32.9,26.7,29.3,76.2,0.347,4.17
2013-10-17,33.2,26.6,29.4,77.2,0,0
2013-10-18,32.6,25.5,29.2,76.9,6.077,4.17
2013-10-19,31.8,25,28.2,79.5,2.053,8.33
2013-10-20,31.6,23.9,27.1,83.4,28.997,12.5
2013-10-21,30.7,25,27.7,79.8,0,0
2013-10-22,32,24,27.5,81.8,3.178,8.33
2013-10-23,32.9,25,28.4,76.2,0,0
2013-10-24,31.6,24.9,27.5,81.2,0,0
2013-10-25,32.6,24.9,28.5,77,0,0
2013-10-26,32.6,24.9,28.3,78.5,0,0
2013-10-27,31.9,24.7,26.7,84,0.695,4.17
2013-10-28,32.1,23.5,26.4,87.5,0,0
2013-10-29,31.6,24.9,27.7,83.7,1.736,4.17
2013-10-30,31.5,25.6,27.5,83.4,7.814,4.17
2013-10-31,32.9,24.9,27.8,80.9,0,0
2013-11-01,31.9,25.1,27.4,83.9,22.573,4.17
2013-11-02,31.6,25.6,27,88.7,27.782,4.17
2013-11-03,31.6,25,27.8,81.8,0,0
2013-11-04,31.8,25.1,27.1,84.8,16.843,12.5
2013-11-05,32.8,23.6,27.1,85.9,38.2,8.33
2013-11-06,31.6,24,27.4,82,0.174,4.17
2013-11-07,33.3,25.7,29,75.7,0,0
2013-11-08,32.7,25.9,28.1,81.9,18.406,8.33
2013-11-09,30.9,25,26.9,90,2.343,12.5
2013-11-10,30.5,24.6,27.1,85.7,6.077,8.33
2013-11-11,31.9,25.6,27.9,84.4,6.945,4.17
2013-11-12,28.5,23.4,25.9,91.7,6.048,16.67
2013-11-13,33.5,23.7,27.6,81.7,0.521,4.17
2013-11-14,30.1,23.4,27,85.6,18.753,8.33
2013-11-15,31,25.6,26.8,87.2,0.695,12.5
2013-11-16,31.7,24.9,27.8,82.2,0,0
2013-11-17,27.9,25.9,26.6,86.1,0,0
2013-11-18,31.6,24.9,27.7,80.4,0,0
2013-11-19,32.2,25.8,28.3,78.8,0,0
2013-11-20,31.6,24.9,28.2,78.9,2.569,12.5
2013-11-21,33.4,25,29.2,73.6,1.736,4.17
2013-11-22,31.5,25.6,28.4,80.7,0,0
2013-11-23,31.4,23.1,27.3,84,10.765,12.5
2013-11-24,31.3,25,27.4,86.5,1.39,8.33
2013-11-25,31.6,24.6,27.2,87.6,13.196,16.67
2013-11-26,31,25.8,27.2,88.7,11.286,4.17
2013-11-27,33.5,25,27.9,83.6,7.814,4.17
2013-11-28,31.2,25,27.1,87,7.813,8.33
2013-11-29,32.1,25,27.8,83.4,6.424,8.33
2013-11-30,32,25.6,27.3,87.1,20.142,12.5
2013-12-01,29.1,25,26.4,90.7,10.417,16.67
2013-12-02,26,24.9,25.3,94,28.65,16.67
2013-12-03,30.5,24,26,91.1,76.575,12.5
2013-12-04,28.9,24,26,89.8,28.13,16.67
2013-12-05,30.9,24.7,27,87.7,0.347,4.17
2013-12-06,29.9,23.9,25.6,91.9,6.077,8.33
2013-12-07,31.6,23.7,26.9,84.7,0,0
2013-12-08,29.2,23.9,25.4,90.9,32.122,12.5
2013-12-09,30.9,23.9,27.1,85.2,0.17,4.17
2013-12-10,31.6,24.7,27.5,85.1,0.695,4.17
2013-12-11,32.1,25,27.6,84.6,0,0
2013-12-12,31,25.7,27.5,88.1,2.779,8.33
2013-12-13,32.1,24.9,28.1,81.2,0,0
2013-12-14,32.6,23.8,27.3,83.8,16.496,8.33
2013-12-15,32.5,23.3,26.7,87.9,13.023,8.33
2013-12-16,34.5,23.9,28.7,76.7,0,0
2013-12-17,32.8,25.9,28.7,78.5,0,0
2013-12-18,33.7,21.9,26.9,81.5,60.773,8.33
2013-12-19,29.6,22,26,85.5,4.047,8.33
2013-12-20,28.6,24,26,90.8,9.203,16.67
2013-12-21,29.9,23.8,26.6,85.1,0.318,8.33
2013-12-22,31.5,24.9,27.1,81.8,0,0
2013-12-23,28,24.9,25.8,89.3,2.951,12.5
2013-12-24,29.6,24.9,27.4,80,0.521,4.17
2013-12-25,30.5,25.8,27.6,80,0,0
2013-12-26,30.8,24.9,26.9,84.3,0.868,4.17
2013-12-27,29.9,25,27.2,83.2,0,0
2013-12-28,29.8,25.4,26.8,85.5,0.174,4.17
2013-12-29,28.6,24.7,26.6,83.6,0,0
2013-12-30,29.6,24.9,27,82.8,1.736,4.17
2013-12-31,28,25.6,26.2,89.3,11.634,20.83
2014-01-01,29,24.9,26.9,86.2,0.17,4.17
2014-01-02,31.2,25,27.8,83,0,0
2014-01-03,30.5,24.9,27.3,85,0,0
2014-01-04,31,24.9,27.3,82.2,0,0
2014-01-05,26.6,23,25.2,92.1,14.769,25
2014-01-06,27,23.9,25.5,95.4,27.167,29.17
2014-01-07,30.9,24.9,27.1,84.3,0,0
2014-01-08,31.9,24.7,27.6,78.2,0,0
2014-01-09,29.2,24.8,26.3,87.5,1.736,4.17
2014-01-10,30.8,24.6,27.3,84.9,0,0
2014-01-11,32.4,23.9,27.2,82,5.209,4.17
2014-01-12,28.9,24.9,26.5,88.4,15.627,4.17
2014-01-13,30,24.9,27.2,80.6,0,0
2014-01-14,29.9,24.7,26.9,78.5,0,0
2014-01-15,28,24.7,26.2,78.5,0,0
2014-01-16,29,24,26.2,78.2,0,0
2014-01-17,29.6,24,26.4,73.7,0,0
2014-01-18,29.6,24.6,26.5,74.1,0,0
2014-01-19,29,23.9,26.3,74.4,0,0
2014-01-20,29.5,23.9,26.2,72.8,0,0
2014-01-21,29,23.7,25.9,74.4,0,0
2014-01-22,28.9,23.7,25.9,72.2,0,0
2014-01-23,29.5,24,26.1,73.4,0,0
2014-01-24,28.9,24,25.9,75.7,0,0
2014-01-25,29,23.7,25.9,77.3,0,0
2014-01-26,29,22.7,25.6,77.1,0,0
2014-01-27,29.6,23.6,26,77.1,0,0
2014-01-28,29.9,24.4,26.7,75.7,0,0
2014-01-29,30.6,24.1,26.7,71,0,0
2014-01-30,30.6,22.7,26.1,72.8,0,0
2014-01-31,30.9,23.6,26.4,71.6,0,0
2014-02-01,31.3,22.3,26.1,68.4,0,0
2014-02-02,30.3,22.7,25.8,74,0,0
2014-02-03,31.6,22.9,26.6,70.5,0,0
2014-02-04,32.4,23.7,26.8,74.2,0,0
2014-02-05,30.9,23,26.4,74.3,0,0
2014-02-06,31.9,23.3,26.7,73.6,0,0
2014-02-07,31.8,23.9,26.9,75.1,0,0
2014-02-08,31.9,23.7,26.7,82.3,0.174,4.17
2014-02-09,31.9,25,27.6,79.9,0,0
2014-02-10,32.9,24.7,27.9,77.4,0,0
2014-02-11,32,25.6,28,76.3,0,0
2014-02-12,32,24.7,27.6,76.6,0,0
2014-02-13,33.5,25.9,28.3,76.2,0,0
2014-02-14,31.2,25.4,27.7,78.2,0,0
2014-02-15,31.6,25.1,27.8,75.4,0,0
2014-02-16,31,25,27.8,74,0,0
2014-02-17,31.3,25.7,27.8,75.6,0,0
2014-02-18,32,25,27.9,78,0,0
2014-02-19,32.6,24.7,27.7,76.7,0,0
2014-02-20,32,24.7,27.7,73.2,0,0
2014-02-21,30.4,25.7,27.7,74.2,0,0
2014-02-22,32.5,25.1,28.1,70.1,0,0
2014-02-23,31.9,24.7,27.6,70.8,0,0
2014-02-24,31.6,24.6,27.3,69.8,0,0
2014-02-25,31.5,23.7,27,70.5,0,0
2014-02-26,31,24.4,27.3,71.6,0,0
2014-02-27,32.6,24.9,27.9,73.5,0,0
2014-02-28,31.7,25,27.7,73.7,0,0
2014-03-01,31.7,24.7,27.6,74.8,0,0
2014-03-02,33.6,24.9,28.3,71,0,0
2014-03-03,32.7,24.7,27.8,74.4,0,0
2014-03-04,32.9,24.7,28,72.4,0,0
2014-03-05,33.6,24.5,28,66.9,0,0
2014-03-06,32.3,24.6,27.6,69.8,0,0
2014-03-07,32.6,24,27.8,73.9,0,0
2014-03-08,33,24.7,28,74.8,0,0
2014-03-09,32.8,24.4,27.8,70.1,0,0
2014-03-10,32,24.7,27.6,73,0,0
2014-03-11,33.5,24.7,28.2,68.6,0,0
2014-03-12,33,25.1,28.3,72,0,0
2014-03-13,33.9,25,28.6,70.8,0,0
2014-03-14,34,25.7,28.9,73.2,0,0
2014-03-15,32.6,25.7,28.6,76.4,0,0
2014-03-16,28,24.9,26.3,90.1,45.319,16.67
2014-03-17,29,24.7,26.4,88,4.515,8.33
2014-03-18,31.2,24.9,27.3,84.9,0.347,4.17
2014-03-19,32,25.7,27.6,83,0,0
2014-03-20,33.2,25.7,27.7,82.7,1.736,4.17
2014-03-21,32.9,25.6,28,81.4,4.341,8.33
2014-03-22,31,25,27.7,76.8,0,0
2014-03-23,32.9,24.7,28.1,71,0,0
2014-03-24,33,24.7,28.3,73.2,0,0
2014-03-25,32.7,25.7,28.7,75.6,0,0
2014-03-26,33.4,25.7,29,76.2,0.034,4.17
2014-03-27,34,25.9,29.3,74.9,0,0
2014-03-28,32.5,26,28.9,78.6,0,0
2014-03-29,32.9,26.7,28.5,80.6,0.347,4.17
2014-03-30,32.3,25.7,28.7,78.9,0,0
2014-03-31,33,26.7,29.3,77.1,0,0
2014-04-01,32.9,26.7,29,76.5,1.736,4.17
2014-04-02,32.9,26.5,29.3,75.2,0,0
2014-04-03,33.8,27.5,29.8,74.4,0,0
2014-04-04,31.2,26.6,28.6,78.8,0,0
2014-04-05,28,24.8,26.7,87,16.496,8.33
2014-04-06,32,24.3,28.4,77.7,1.594,4.17
2014-04-07,34.1,25.7,29.2,70,8.682,4.17
2014-04-08,32.9,25.7,28.2,79.1,5.209,8.33
2014-04-09,33.6,24.7,28.1,78.8,1.88,8.33
2014-04-10,31.5,25.9,28.5,78.9,0,0
2014-04-11,32.6,25,27.8,81.3,1.736,8.33
2014-04-12,30.6,24.6,27.1,81.9,6.772,12.5
2014-04-13,33.6,25.7,28.8,77.8,0,0
2014-04-14,33.5,25.1,28.6,78.3,0,0
2014-04-15,33,25.7,28.9,76.2,0,0
2014-04-16,32.6,25.7,28.6,76.6,0.174,4.17
2014-04-17,32.3,25.8,28.2,81.6,25.351,8.33
2014-04-18,30.9,27,28.2,83.8,0,0
2014-04-19,33.7,25.7,29.2,77.2,0,0
2014-04-20,30.7,27.5,28.6,80,0.174,4.17
2014-04-21,29.9,25.3,27.2,86.1,4.341,8.33
2014-04-22,34.5,24.7,27.9,81.9,0,0
2014-04-23,34.4,25.7,28.8,79.1,0,0
2014-04-24,34.2,25.9,28.9,79.2,1.736,4.17
2014-04-25,33.5,25.5,28.9,78.6,0,0
2014-04-26,33.4,26.6,29.2,79.2,0,0
2014-04-27,33.6,25.3,29.1,77.6,0.174,4.17
2014-04-28,33.6,26.3,29.3,76.2,0.174,4.17
2014-04-29,33,26.6,28.9,79,4.34,12.5
2014-04-30,32.6,25.7,28.5,82.4,11.286,8.33
2014-05-01,31.8,25.2,29,77,0.288,4.17
2014-05-02,32.3,26.7,29.6,75.5,0,0
2014-05-03,34.5,27.6,29.9,76.9,0,0
2014-05-04,34.4,26.7,29.9,77.8,0.868,4.17
2014-05-05,33,26.7,29.8,77.3,0,0
2014-05-06,33,27,29.9,77.8,0.174,4.17
2014-05-07,33.9,25.6,28.5,81.7,16.495,12.5
2014-05-08,32.3,24.9,27.6,83.1,9.55,4.17
2014-05-09,32.9,26.9,29.2,79.3,0.868,4.17
2014-05-10,33.6,27.6,30.4,73.5,0,0
2014-05-11,33.6,26.7,29.3,78.9,0,0
2014-05-12,32.4,26.6,28.6,79.7,0.347,4.17
2014-05-13,33.8,26.5,29.8,74.3,0,0
2014-05-14,31.2,26.7,28.8,79.4,1.736,4.17
2014-05-15,33.7,26.9,30,71.5,10.418,4.17
2014-05-16,32.2,23.9,28.9,78.8,17.364,4.17
2014-05-17,31.5,26.8,28.9,78.6,0,0
2014-05-18,28.7,25.3,27,85.4,19.101,12.5
2014-05-19,30.9,24.6,27.6,84.5,3.616,12.5
2014-05-20,32.9,23.9,27.6,81,5.046,4.17
2014-05-21,32.9,26,27.9,83.9,2.083,8.33
2014-05-22,33.2,25.9,29,80.9,0,0
2014-05-23,30.3,25.5,27.4,84.4,2.431,8.33
2014-05-24,33.5,25.5,28.7,79.5,0,0
2014-05-25,33.1,26.7,29.7,76.3,0,0
2014-05-26,32.6,27.5,29.1,79,0,0
2014-05-27,31.2,26.5,28.5,80.5,0.695,4.17
2014-05-28,32.6,26.9,29.2,76.4,2.257,8.33
2014-05-29,32.9,26.6,29.3,77,15.628,8.33
2014-05-30,31.8,25.9,28.2,84,0,0
2014-05-31,32.2,26.7,29.3,76.7,0,0
2014-06-01,31.9,25.9,28.8,79.8,15.471,16.67
2014-06-02,31.2,26.7,28.9,80.6,0,0
2014-06-03,32,27.6,29.7,75.2,0,0
2014-06-04,29,26,27.9,85.8,3.82,12.5
2014-06-05,30,26,27.4,86.5,8.508,25
2014-06-06,31.3,25.1,27.3,89.5,3.82,8.33
2014-06-07,32.6,25.7,29,82.1,0,0
2014-06-08,33.1,27.3,30.1,74.3,2.037,4.17
2014-06-09,33.5,27.7,30,76.8,0,0
2014-06-10,34.9,27.4,29.8,79.6,1.736,4.17
2014-06-11,33.8,27.3,30.2,77.5,0,0
2014-06-12,33.8,24,29.8,74.8,3.647,8.33
2014-06-13,32.9,27.3,30.1,74.6,0.1,4.17
2014-06-14,30.3,23.9,28,80.8,16.148,12.5
2014-06-15,32.9,27.4,29.8,76.6,0,0
2014-06-16,33.5,28.5,30.6,71.3,0,0
2014-06-17,33.3,28.6,30.7,73,0,0
2014-06-18,33.2,24.6,29.5,74.4,2.431,8.33
2014-06-19,33.9,25.1,29.6,72,2.605,4.17
2014-06-20,34.2,28.4,30.8,73.3,0,0
2014-06-21,34.8,28.6,31.3,68.6,0,0
2014-06-22,34.2,27,30.3,73.4,0,0
2014-06-23,33.8,27.4,30.3,70.6,0,0
2014-06-24,33.8,25.1,29.7,74.6,0.868,4.17
2014-06-25,31.6,25.6,29.2,74.1,0,0
2014-06-26,33.1,27.3,29.9,76.7,0,0
2014-06-27,30.2,26.7,28.3,76,0,0
2014-06-28,32.3,26.7,29.4,72.5,0,0
2014-06-29,32.8,26.7,29.3,75.5,0,0
2014-06-30,30.9,24.6,27.9,79.7,1.736,4.17
2014-07-01,32.8,26.6,28.5,78.2,0,0
2014-07-02,31.8,25.7,29,77.7,0,0
2014-07-03,31.9,27.4,29.2,75.6,0.174,4.17
2014-07-04,29.8,26.4,28.5,83.1,16.842,8.33
2014-07-05,30.9,24.1,28,83.7,0.695,8.33
2014-07-06,31.3,27.4,29,80.4,1.91,8.33
2014-07-07,32.8,24.7,28.8,77.1,2.779,8.33
2014-07-08,32,23.6,28.4,78,10.592,8.33
2014-07-09,28.9,23.6,27.7,84.3,11.286,8.33
2014-07-10,32.5,26.7,28.9,80.2,0.174,4.17
2014-07-11,32.3,25.9,28.4,82.7,23.441,12.5
2014-07-12,31,25.6,28,79.3,0.1,4.17
2014-07-13,33.1,26.8,29.5,71.7,0,0
2014-07-14,33.8,27.7,30.5,68.6,0,0
2014-07-15,32.6,28.5,30,75.3,0,0
2014-07-16,33.2,27.6,29.6,77,0,0
2014-07-17,31.2,25.2,28.4,80.8,6.945,4.17
2014-07-18,32.5,26.7,29.5,75.9,0,0
2014-07-19,31.9,27.6,29.2,77.8,0.521,4.17
2014-07-20,33.1,26.6,29.6,76.5,0,0
2014-07-21,32.3,27.6,29.8,72.5,0,0
2014-07-22,32.9,28.2,30,73.2,0,0
2014-07-23,32.3,27.6,30,74,0,0
2014-07-24,32.3,27.4,29.9,73.3,0,0
2014-07-25,34.1,26.6,30.1,71.6,0,0
2014-07-26,33.5,27.6,30.3,72,0,0
2014-07-27,31.9,23.6,28.5,78.5,24.309,4.17
2014-07-28,32.9,26.7,29.4,76.9,0,0
2014-07-29,31.2,24.7,27.7,82.5,25.177,8.33
2014-07-30,31.2,25.9,27.7,86.1,3.82,8.33
2014-07-31,30.2,25.6,28,80.2,0.868,4.17
2014-08-01,31.9,26.7,29,75.1,0,0
2014-08-02,32.2,24.6,28.9,78.7,10.418,4.17
2014-08-03,32.2,26.7,29.3,74.3,0,0
2014-08-04,31.6,27.2,29.1,76.4,0.868,4.17
2014-08-05,28.6,24,26.9,82.5,6.945,12.5
2014-08-06,30.2,25.7,28,79.5,0.347,4.17
2014-08-07,31.2,26.6,28.1,76.6,7.813,8.33
2014-08-08,30.5,25.6,28,77.5,1.736,4.17
2014-08-09,32,26.6,29,74.5,0,0
2014-08-10,31.1,27.4,28.6,75.8,0,0
2014-08-11,30.6,26.4,28.1,77.8,0,0
2014-08-12,29.2,24.9,27.3,82.3,1.216,8.33
2014-08-13,28.2,24.9,26.5,82.8,1.91,8.33
2014-08-14,30.2,25,27.1,81.8,35.595,8.33
2014-08-15,28.3,24.3,26.3,86.9,0.521,4.17
2014-08-16,31.5,25.6,28.3,75.3,0,0
2014-08-17,31.2,26.6,28.6,74.7,0,0
2014-08-18,31.5,26.4,28.9,75.2,9.202,12.5
2014-08-19,31.5,26.6,28.4,76.2,0,0
2014-08-20,31.6,25.6,27.8,81.3,10.418,8.33
2014-08-21,31.1,25.4,27.9,82,1.736,4.17
2014-08-22,31.9,26.4,28.8,76.4,0,0
2014-08-23,32.2,26.6,28.9,77.1,0,0
2014-08-24,30.5,25.7,27.8,81.3,0.577,4.17
2014-08-25,31.2,24.7,26.8,85.1,6.946,8.33
2014-08-26,30.8,24.9,27.3,82.2,38.2,8.33
2014-08-27,31.1,23.3,27.3,80.2,7.119,8.33
2014-08-28,29.2,24,26.8,81,33.859,8.33
2014-08-29,30.3,23.8,27.2,80.4,34.033,8.33
2014-08-30,31.6,23.9,27.4,81.6,0,0
2014-08-31,29.9,26.6,28.2,78.9,0.521,4.17
2014-09-01,33.4,26.6,29.4,67.4,0,0
2014-09-02,32.2,26.5,29.2,74.2,0,0
2014-09-03,31.6,24,27.1,84.8,7.814,4.17
2014-09-04,33.1,24.5,28.2,77.9,0,0
2014-09-05,31.8,25.1,28.9,74.4,0,0
2014-09-06,30.3,24.9,28.1,70.9,0,0
2014-09-07,32.2,25.7,28.4,76.1,0.695,8.33
2014-09-08,33.2,25.7,29.4,74,0,0
2014-09-09,32.1,26.6,28.7,76.6,0.868,4.17
2014-09-10,32.8,26.6,29.3,73.7,2.605,4.17
2014-09-11,30,25,27.3,82.3,0.868,4.17
2014-09-12,32.1,24.7,28.4,77.8,0,0
2014-09-13,32.2,26.6,29.2,74.4,0,0
